id,company_id,formula_number,name,bag_id,markup_id,distrib1_markup,distrib2_markup,retail_list_markup,notes
1067,1,"3-53075","FARMERSVILLE MIX 75#",6,9,15,25,30,"changed formula 11/18/11"
1070,1,"9-17150","J.S. WEST,  R/C MILO",45,124,15,20,25,
1071,1,"9-40050","WHEAT, J.S. WEST  50#",45,2,15,20,25,
1072,1,"5-50750","BIECHE LOFTS BREEDING MIX 50#",22,8,20,25,30,"Previous formula had 300# wheat.

1/29/14 changed pellets from pigeon to gamebird"
1078,1,"1-63950","OXNARD CUSTOM PAPRKEET 50#",22,14,35,0,0,
1080,1,"3-59375","OXNARD FLORES MIX 75#",6,9,20,25,30,"Used Wholesale Price

50# price $8.35---12/18/06
($120.00 margin)"
1081,1,"1-63925","OXNARD CUSTOM PARAKEET 25#",25,15,40,0,0,
1082,1,"3-59950","Associated DE LA HOYA MIX 50#",45,9,15,25,30,
1083,1,"3-59450","FARM SPLY SUPREME GAMEBIRD 50#",8,8,20,25,30,
1092,1,"9-31150","VETCH  50#",45,12,15,20,25,
1099,1,"7-40825","GEO WISHBONE WILD BIRD 25#",25,9,20,25,30,
1103,1,"7-40720","EASTERN SIERRA WILD BIRD 20#",26,10,20,25,30,
1104,1,"7-40850","GEO WISHBONE WILD BIRD 50#",22,8,20,25,30,
1109,1,"5-48175","DARRYL'S SUPER BLEND  75#",5,8,30,0,0,
1111,1,"9-22350","PEANUT, Roasted  Hearts  50#",8,12,15,25,35,
1117,1,"7-44325","ASSOCIATED FEED WILD BIRD 25#",25,9,30,40,0,"7/12 switch Milo & Wheat"
1119,1,"7-44350","ASSOCIATED FEED WILD BIRD 50#",22,8,30,40,0,"7/12 switch Milo & Wheat"
1122,1,"3-57600","EXTREME GOLD GAMECOCK 50#",45,8,15,25,30,"Change 45 on 6/6/12"
1126,1,"7-42450","Associated DOVE & QUAIL 50#",22,9,40,0,0,
1130,1,"9-11140","CHARCOAL   40#",46,8,15,20,25,
1132,1,"9-16750","MILLET, Japanese  50#",45,8,10,15,20,
1133,1,"3-58200","CAL'S CONDITIONER MIX 75#",6,8,30,40,0,"Prices 1/17/07

2 ton   $10.30/bag
5 ton   $ 9.85/bag

Quoted $15.50.75# bag   3/30/07"
1138,1,"6-38920","WBU MED SUNFLOWER CHIPS 20#",62,14,40,50,0,"7/12 change markup 75/70"
1146,1,"5-49450","EXT AN LA HACIENDA PIGEON 50#",45,8,30,35,0,
1151,1,"5-49650","EXT DELUXE PIGEON 13.5% 50#",22,8,15,25,30,
1159,1,"3-59050","NUTRENA PACIFIC MIX 50#",289,8,22,25,30,
1160,1,"6-32120","WBU PREMIUM SAFFLOWER 20#",62,12,35,45,0,
1161,1,"6-18220","WBU PREMIUM NYJER 20#",62,18,30,40,0,
1163,1,"8-65150","SQUAB PRD DELUXE GRIT 50#",18,5,30,35,45,
1165,1,"7-42350-40","EASTERN SIERRA WILD BIRD 40#",23,8,30,40,0,"$.25/bag off on 6 ton orders/6/18/07

Quoted 10/10/11  13.60 (1) Ton
12.70 (3) ton 12.20 (6) ton."
1170,1,"7-42220","NO MILO WILD BIRD--20#",26,6,15,20,25,"QUOTED 5.75 10/10/11"
1171,1,"3-59075","CIPPIE'S SPECIAL BLEND  75#",300,9,20,25,30,"Cippie--209-241-2627
            925-580-2014"
1176,1,"3-58370-75","DIAMONTE PLUS 75#",6,9,20,25,30,
1177,1,"3-58575","VITA-MIX GOLD 75#",6,9,20,25,30,
1181,1,"9-39150","SUNFLOWER,  CHIPS FINE  50#",45,12,15,20,30,
1182,1,"3-58100","HAYWAGON MIX  50#",8,9,20,25,30,
1187,1,"7-44520","ROGUE WILD BIRD NUT TREAT  20#",237,24,35,45,0,
1188,1,"7-44505","ROGUE WILD BIRD NUT TREAT 6/5#",245,25,45,55,0,
1193,1,"5-45950","HILL TOP PIGEON MIX 50#",37,9,30,40,0,"Quoted $8.10/bag. Sept. 6, 2005"
1194,1,"6-42520","PURE PATIO MIX  20#",237,16,15,25,30,"7/12 change markup 75/70
8/13 Changed Markup to 80"
1195,1,"6-42620","BRIONES BLEND 20#",237,16,30,40,0,"7/12 change markup 75/70
8/132 Change markup to 80"
1196,1,"6-42720","BIRDER'S CHOICE  20#",237,16,30,40,0,"7/12 change markup 75/70
8/13 Change markup to 80"
1198,1,"6-42820","SONGBIRD SELECT 20#",237,15,30,40,0,"7/12 change markup 75/70"
1199,1,"6-42920","MT. DIABLO MIX 20#",237,16,30,40,0,"7/12 changed Markup 75/70
8/13 Changed markup to 80"
1200,1,"6-43015","NATURE'S TRAIL MIX 15#",271,17,15,30,35,"Was Bag 320/Markup 100"
1207,1,"3-53050","21% CU GAME BIRD PELLET 50#",45,10,30,40,0,
1208,1,"9-19100","OATS,  STEEL CUT   50#",45,8,15,0,0,
1213,1,"8-61260","LIMESTONE GRIT 50#",18,4,15,20,50,
1221,1,"4-45850","DEPURATIVE BLEND  50#",37,10,15,25,30,
1230,1,"4-51950","PREMIUM PIGEON 13.5%  50#",22,12,15,25,30,
1231,1,"4-51850","PREMIUM PIGEON 15% 50#",22,12,15,25,30,
1232,1,"4-51750","PREMIUM PIGEON 12.75%  50#",22,12,15,25,30,"Changed on 2/8/12  Still needs to be drop Protein Add other ingredients"
1233,1,"4-51650","PREMIUM PIGEON 14.5%  50#",267,12,15,25,30,
1242,1,"5-48750","ED'S ROLLER MIX  50#",22,10,35,45,0,"Priced $10.00  6/8/06"
1245,1,"3-56475","ROBINSON'S SUMMER MIX  75#",6,9,20,25,30,
1246,1,"3-53375","GALLO ROJO 75#",6,9,20,25,30,"Changed to 40 before 35 3/8/12"
1250,1,"4-51550","PREMIUM PIGEON 15.5%   #4",35,12,35,45,,
1251,1,"3-59300","SANFORD MIX-WHOLE CORN --BULK",41,124,10,15,20,"Priced $85.00 margin and $25.00 freight.  6/17/08"
1253,1,"6-42420","BACKYARD BASIC  20#",237,16,30,40,0,"7/12 Change Markup 75 to 70
9/13 Change Markup 70 to 75
8/13 Change Markup 75 to 80"
1254,1,"3-59400","FREE BIRD MIX",41,6,20,25,30,"$90.00 Margin   10/27/06
quoted 10/17/11
.23 a lb. bulk and 24.5 for 75#
10/17/11"
1258,1,"1-63540","BREEDING DREAMS HKBILL MIX 40#",23,16,40,45,50,
1266,1,"3-57175","POL'S MIX  75#",6,9,15,25,30,
1268,1,"5-49950","PERRY'S YOUNG BIRD RACE MIX 50",241,10,20,25,30,
1277,1,"3-52375","FERNANDO'S MIX  75#",6,9,20,25,30,
1281,1,"5-49050","JAUHAL MIX 50#",22,8,30,40,0,
1292,1,"3-56975","HITCHING POST'S BEST  75#",6,9,20,25,30,"Priced $"
1296,1,"3-52675","GIRO MIX   75#",6,9,15,25,35,"Quoted $17.30/75# bag--5/30/08
Quoted $ 13.15 for one, and 
12.30 for three ton. 50# sx. 8/2/2011"
1297,1,"1-64050","JOE'S AVIARY MIX  50#",22,11,35,40,0,
1299,1,"5-46350","JOE'S PIGEON  50#",22,10,40,0,0,
1301,1,"3-57975","FRANK'S CONDITIONER 75#",6,9,20,25,31,"quoted 20.60  1 ton
19.75 on 3 ton  10/17/11

10/18/13 quoted $22.30 (1ton) and $21.35 (3ton) based on same margins used on the last quote on 8/15/13"
1305,1,"7-44240","NO CALIFORNIA WILD BIRD 40#",229,8,25,35,0,
1309,1,"3-53380-75","TARASCO MIX 75#",6,9,15,25,30,
1315,1,"5-50050","RODCO GOURMET ""EUROPA"" 50#",22,10,30,40,0,
1316,1,"5-50150","RODCO GOURMET ""Carb Load"" 50#",22,10,30,40,0,
1318,1,"5-50350","RODCO GOURMET ""DEPURATIVE"" 50#",22,10,30,40,0,
1331,1,"3-53175","GIOVANNI'S MIX  75#",6,9,30,25,30,
1332,1,"5-48950","CHUCK'S MIX  50#",22,8,30,40,0,
1334,1,"1-63050","VANDERPOOL GRASS/KEET MIX 50#",22,11,30,40,0,
1339,1,"3-59700-50","JS WEST CONDITIONER MIX  50#",45,9,25,30,35,
1340,1,"5-48700-50","HIGH POINT BREEDER COND. 50#",22,8,20,25,30,
1341,1,"5-49900-50","PERRY'S OLD BIRD MIX 50#",22,13,20,25,30,
1348,1,"5-50850","DOREL'S DEPURITIVE MIX 50#",22,9,20,25,30,"quoted 15.00 50#
13.90 50 sx 50#"
1350,1,"5-50950","DOREL'S RACE MIX 50#",22,8,30,40,0,
1351,1,"5-48800-50","HIGH POINT 16% 50#",22,8,20,25,30,"$13.70--3/25/08"
1352,3,"33320","NW DELIGHT 20#",211,98,0,0,0,
1353,3,"33420","IDAHO SELECT 20#",211,98,0,0,0,
1354,3,"33520","TREASURE VALLEY",211,98,0,0,0,
1355,3,"33620","DOVE & QUAIL  20#",211,98,0,0,0,
1356,3,"33720","DESERT DELIGHT 20#",211,98,0,0,0,
1358,1,"5-45650","ALAMO 17.5% PIGEON 50#",22,10,30,0,0,
1359,1,"5-48900-50","HIGH POINT SHOW CONDITIONER 50",22,8,20,25,30,
1361,1,"1-63000-50","HOLGER'S SPECIAL MIX 50#",22,11,30,0,0,
1364,1,"5-48200-50","EDGE MIX   50#",22,9,30,40,0,
1365,1,"3-58500","VALERO'S MIX  BULK",41,6,20,25,30,
1366,1,"5-48600-50","HIGH POINT ROLLER MIX 50#",22,8,20,25,30,
1367,1,"5-50100-50","RODCO NO CORN BLD 50#",22,8,30,40,0,
1369,1,"5-50300-50","RODCO N.W. TOP FUEL  50#",22,9,30,40,0,
1372,1,"3-59275","H.S.F-10 MIX 75#",6,8,15,25,30,"Quoted bulk at 22.50. (15) Markup
One ton at 19.25
Three ton at 17.95
7/22/11
Changed formula 7/27/2011 quoted 20.80 for one ton
19.50 for three ton.
Quoted  18.50 on 11/14/11 on 3 ton.
Quoted 18.25 on 3/19/12  3 ton
Changed formula on 3/20/12
quoted 19.25 (3 ton) 18.25 (6 ton) on 10/7/13"
1377,1,"3-59870","EVAN'S GAMEBIRD 70#",287,9,20,25,30,
1378,1,"3-57450","NVFJDY #1 50#",8,9,20,25,30,
1385,1,"1-99640","EAGLE COCKATIEL MIX 40#",46,8,30,0,0,
1386,1,"1-99740","EAGLE PARAKEET MIX 40#",46,8,30,0,0,
1387,1,"1-99840","EAGLE FINCH MIX 40#",46,8,30,0,0,
1388,1,"1-99925","EAGLE PARROT MIX 25#",47,14,15,25,30,
1389,1,"1-99900-40","EAGLE HOOKBILL SELECT 40#",46,10,30,0,0,
1390,1,"1-99800-40","EAGLE HOOKBILL MAGNUM 40#",290,10,0,0,0,
1391,1,"1-99500-40","EAGLE RAMSEY CANYON MIX 40#",290,8,30,0,0,
1392,1,"5-59800-50","DOREL'S MOULTING MIX 50#",22,9,20,25,30,"Replaced Whole Corn with Popcorn 2/24/12"
1395,1,"7-42400-20","BIRD WATCHER SUPREME 20#",26,8,30,40,0,
1396,1,"7-42400-40","BIRD WATCHER SUPREME 40#",23,7,30,40,0,
1398,1,"4-49140","SF 28% PIGEON PELLLET 40#",36,2,10,15,20,
1399,1,"5-49000-50","HIGH POINT 17%  50#",22,8,30,40,0,
1400,1,"7-40700-20","J S WEST DOVE & QUAIL 20#",26,11,30,40,0,
1401,1,"7-40600-20","J S WEST WILD BIRD 20#",26,15,15,25,30,
1402,1,"5-49850","JS WEST 14% PIGEON (POP) 50#",45,8,15,25,30,
1406,1,"9-18102","NYJER SEED SOCKS   6/2#",68,131,30,40,50,
1407,1,"3-59475","WOODLAKE SUPREME MIX 75#",6,9,25,30,35,
1408,1,"3-59100-75","ROLANATOR GAMEBIRD MIX 75#",6,9,15,20,25,"formula change 12/18/13"
1411,1,"3-52900-75","GREENFIELD FEED GAMEBIRD 75#",6,9,20,25,30,
1412,1,"3-52950-75","HERRADERO MIX 75#",6,9,,,,"Changed markup from 15 to 40
10/2/13"
1419,1,"3-59500-75","ROCHA'S SUMMER GAMEBIRD MIX 75#",6,9,15,25,30,"Changed out SBO into Corn..33#
to 564 Corn 12"
1421,1,"3-57900-75","CIPPI'S GAMEBIRD MIX 75#",300,9,20,25,30,
1422,1,"8-64550","OYSTER SHELL,  PIGEON",45,2,15,25,40,
1423,1,"3-59500-50","ROCHA'S GAMEBIRD 50#",8,9,30,40,0,"change out 33# SBO into 33 more corn on 12/5/11."
1428,1,"1-98040","EAGLE NEW MIX",46,7,30,40,0,"Quoted 1/8/09"
1432,1,"1-98000","EAGLE 50/50 MIX 2000#",41,2,10,15,20,"Quoted  $50.82 /ton in totes 9/11"
1434,1,"3-52450","TROIANO SHOW BIRD FEED 50#",241,8,25,30,35,"changed formula 11/118/11"
1436,1,"3-59240-75","FORY SANCHEZ MIX #2  75#",6,9,20,25,30,"quoted 22.40  11/14/11"
1438,1,"3-58125-75","RAUL'S GAMEBIRD MIX 75#",6,9,20,25,30,
1441,1,"5-48280","TWIN PINES WHOLE CORN MIX 80#",8,7,15,25,30,
1446,1,"9-33220","SUNFLOWER,  SBO 99%  20#",257,6,15,20,25,
1447,1,"9-33240","SUNFLOWER,  SBO  99%  40#",231,6,15,20,25,
1448,1,"3-52910-75","VELAZQUEZ MIX 75#",6,9,20,25,30,
1449,1,"5-45700","NUTRI-BLEND GREEN PIGEON 50#",45,4,30,0,0,
1453,1,"5-45720-50","BOONE FEED LITE MIX 50#",22,5,30,0,0,
1454,1,"5-45730-50","BOONES 14% 50#",35,5,30,0,0,
1457,1,"1-71720","TORRANCE ""NO MESS"" NESTING BD",62,14,30,40,0,
1458,1,"5-45720-25","BOONE'S FEED LITE MIX 25#",22,7,30,40,0,
1459,1,"5-45730-25","BOONE'S 14% 25#",25,6,30,40,0,
1460,1,"5-48625-50","HIGH POINT 11% POPCORN BLEND",22,8,30,40,0,
1463,1,"7-42405-20","WILD WINGS NO MESS BLEND 20#",26,12,15,25,30,"Change from 65 to 60 2/18/13"
1464,1,"7-42410-20","SANTA MONICA MOUNTAIN BLD 20#",26,13,30,40,0,"Changed to 65 from 60"
1467,1,"3-57300","STANLEY MIX #1",6,9,15,25,30,"Matt Stanley   925-525-7715"
1468,1,"6-42740","BIRDER'S CHOICE 40#",28,14,30,40,0,
1469,1,"9-17350","CORN, KAFIR   50#",10,7,15,20,25,
1470,1,"9-39020","SUNFLOWER,  MED CHIPS  20#",239,20,15,20,25,"7/12 change Markup 110 to 100"
1472,1,"6-44220","WESTERN BLEND 20#",237,16,30,40,0,"Get price on #2 blend and add
600# & SBO's 200#
7/12 change markup 75/70"
1473,1,"3-58275","OD FEED GAMEBIRD Mix 75#",6,9,20,25,30,
1474,1,"3-58300-75","OD FEEDS WINTER BLEND 75#",6,9,20,25,30,"changed to a 40 on 6/19/12
Price change 20.65/19.35-717/12"
1485,1,"3-53675","B-REVUELTA MIX  75#",6,9,20,25,30,"Phone 209-602-1163"
1486,1,"3-53700","ALVARO'S MIX 75#",6,9,20,25,30,"510-697-0266"
1487,1,"3-54775","TONAYA FEED GOLD  75#",6,9,15,20,30,"Changed Wheat and Milo weights on 9/8/11"
1493,1,"3-55370","COLD STEEL GAMEBIRD 70#",287,9,15,30,35,
1495,1,"9-33350","Sunflower,  SB Oils  50#",45,4,15,25,30,
1498,1,"3-52475","REGULATOR MIX 75#",6,8,30,40,0,"Lino
530-354-7306"
1501,1,"5-49150","GORDON RACING & BREEDING MIX",22,8,15,20,25,"quoted Fred 16.70 sx 10/10/11"
1502,1,"9-18870","OATS,  R/C  75#",43,4,15,20,25,"quoted 15.05 to Lori  7/12/11
full truck load.  FOB"
1503,1,"3-59230-75","WHOLE CORN SANCHEZ MIX 75#",6,8,20,25,30,"quoted 18.65 -3 ton  11/14/11"
1504,1,"7-42230-20","EVAN'S FEED NO MILO WILD BIRD",263,8,0,0,0,
1505,1,"3-54700-50","TONAYA FEED SILVER  50#",241,9,30,40,0,
1506,1,"3-54850","TONAYA FEED DIAMOND 50#",241,9,20,25,30,
1507,1,"5-49080-50","DIABLO RACE MIX 50#",22,8,20,25,30,
1508,1,"3-58200-50","OD CONDITIONING MIX 50#",8,9,30,40,0,
1509,1,"7-42235-20","SUTTER ORCHARD NO MILO WLD BRD",263,8,30,40,0,
1510,1,"7-40990-20","FEED BARN ECONOMY WD BRD 20#",263,8,30,40,0,
1511,1,"7-42240-20","BRADSHAW'S DELUXE WLD BRD 20#",263,8,30,40,0,
1512,1,"7-42236-20","VALLEY SPRINGS SPEC WD BRD 20#",263,8,30,40,0,"Changed formula 2/19/13"
1513,1,"5-51175","EL SOBRANTE 15% PIGEON MIX 75#",6,8,20,25,30,"One ton 21.35
two ton 20.45
10/10/11"
1514,1,"5-51275","MURPHY's 15% PIGEON MIX  75#",3,7,20,25,30,"Price screw up by me. Should have been 22.40 priced out at
21.90 on 3/14/12"
1516,1,"3-55150","TONAYA FEED PLATINUM 50#",241,9,20,25,30,
1517,1,"5-48425-50","GREATER SEATTLE RACE MIX 50#",8,8,15,15,20,"Use dealer price for SFNW"
1518,1,"3-53350","TOP GUN/EL PATRON GAMEBIRD 50#",241,9,15,25,30,
1520,1,"9-32003","SAFFLOWER, R/C  6/3#",253,25,30,40,0,
1521,1,"8-64802","OYSTER SHELL, CAGE  6/2#",68,24,15,25,35,
1523,1,"5-49570-50","SPECIAL L 16% PIGEON",267,8,30,40,0,"changrd safflower form 250 to 200 and increased trapper 50#
quoted 3 ton at 16.45 and 1 ton at 17.25"
1525,1,"9-11025","CANARY SEED 25#",11,6,30,45,0,
1526,1,"9-12025","FLAX SEED  25#",25,8,15,20,25,
1527,1,"9-31025","RAPE SEED  25#",11,16,15,25,30,
1528,1,"9-12125","HEMP SEED  25#",25,8,35,45,0,
1529,1,"9-19025","OAT  GROATS  25#",20,10,15,25,35,
1531,1,"5-49700-50","EXTREME Popcorn 14% PIGEON 50#",22,8,15,25,30,
1532,1,"9-18104","NYJER SEED 6/4#",270,25,20,25,30,
1533,1,"9-18108","NYJER SEED 5/8#",269,24,20,25,30,
1535,1,"9-39004","SUNFLOWER,  MED CHIPS 6/4#",270,25,40,50,0,
1536,1,"1-67620","PHOENIX PARAKEET 20#",263,12,30,40,0,
1537,1,"1-67120","PHOENIX COCKATIEL 20#",263,15,30,40,0,
1540,1,"3-52350","TROIANO SUMMER MIX 50#",241,8,20,25,30,
1541,1,"8-64650","OYSTER SHELL,  CAGE",45,2,15,25,35,
1543,1,"7-42280-20","RODIES DELUXE WILD BIRD 20#",263,8,30,40,0,
1544,1,"7-42290-20","BEAK SMACKIN WILD BIRD MIX 20#",263,8,30,40,0,"6.00 quote on 3/14/12"
1545,1,"3-55470","COLD STEEL GAME B NO MILO 70#",287,9,15,30,35,
1547,1,"9-26155","RED PEPPERS, DUNDI CUT",44,23,30,40,0,
1548,1,"7-42232-5","ROGUE  NO MILO WLDBIRD 5#",64,16,30,40,0,
1549,1,"3-52975","TRES CORONAS GAMEBIRD  75#",6,9,20,25,30,
1550,1,"3-57100-75","CA HAYBARN GAMEBIRD 75#",6,9,20,25,30,
1553,1,"7-42250-20","COLFAX FM & CTRY NO MILO",263,8,30,40,0,
1554,1,"9-24050","PEAS, ALASKAN GREEN   50#",45,9,15,40,0,
1555,1,"6-72320","WBU WHITE DELUXE PLUS 20#",62,16,30,40,0,"7/12 change markup 75/70
2/13 change markup 70/80"
1556,1,"7-42300-40","FRIZELLE-ENOS SONGBIRD BUFFET",23,14,30,40,0,
1557,1,"3-58925-50","KELLY'S GAMEBIRD MIX  50#",8,9,15,25,30,
1558,1,"1-67725","BOONES DELUXE PARAKEET 25#",25,12,30,40,0,
1559,1,"1-67750","BOONE'S DELUXE PARAKEET 50#",22,10,30,40,0,
1560,1,"1-67825","BOONE'S DELUXE COCKATIEL 25#",25,16,30,40,0,
1561,1,"1-67850","BOONE'S DELUXE COCKATIEL 50#",22,15,30,40,0,
1563,1,"3-55275","TONAYA SUPREME 75#",6,9,15,25,30,
1565,1,"5-48475","OLD MCGOWAN FEED ROLLER MIX 75",6,8,30,40,0,
1568,1,"3-52905-75","HURON GAMEBIRD  75#",6,8,20,25,30,
1570,1,"3-56950-50","VP GAMEBIRD SUPREME  50#",241,9,30,0,0,
1571,1,"7-42360-20","NOVATO HORSE & PET WILD BIRD",25,8,30,40,0,
1572,1,"7-42270-20","DOUGLAS FEED PREMERE WILD BIRD",263,8,30,40,0,
1573,1,"6-72020","WBU CHOICE PLUS BLEND 20#",62,18,15,17,20,
1574,1,"7-42237-20","LEMOS WILD BIRD 20#",263,8,15,25,30,
1575,3,"46450","PIGEON DELUXE 14%",222,98,0,0,0,
1577,1,"7-44450","SIERRA FEED WILD BIRD 50#",22,7,30,0,0,
1581,1,"7-41205","BIRD WATCHER MIX 5/5#",252,16,30,40,0,
1582,1,"7-41220-20","BIRDWATCHER MIX 20#",26,7,30,40,0,
1583,1,"7-41240","BIRDWATCHER MIX 40#",23,7,30,40,0,
1584,1,"5-46750-Del","PIGEON 17.5% DELTA FEED 50#",35,12,20,25,30,
1587,1,"3-52550","CANYON MIX 50#",241,9,25,30,35,
1588,1,"6-43120","JUST HEARTS 20#",237,15,25,30,35,"7/12 change markup 75/70"
1596,1,"8-61620","WC RED PIGEON GRIT  20#",19,6,15,50,55,
1597,1,"7-44720","RIDGE DELUXE WILDBIRD 20#",263,9,20,25,30,
1600,1,"7-44620","RIDGE ECONOMY WILDBIRD 20#",263,9,20,25,30,
1601,1,"3-52750","TROIANO MAXIMUS MIX 50#",241,9,25,30,35,
1604,1,"3-53875","WOODLAKE SUMMER MIX 75#",6,9,25,30,35,
1610,1,"8-80125","COB 1/4 Bag",54,35,10,25,30,
1611,1,"8-61850","WC PIGEON L/G  GRIT 50#",18,4,15,20,25,
1612,1,"8-61750","WC LAVA GRITE 50#",18,5,15,20,25,
1613,1,"5-46650","Dino No Pea Mix 50#",35,9,15,25,30,
1614,1,"7-41004","W D VALUE MIX 4#",270,18,20,25,30,
1615,1,"9-39250","SUNFLOWER,  KERNALS  50#",8,12,10,20,25,
1617,1,"3-54675","TONAYA 1#  SCRATCH 75#",6,8,15,25,30,
1618,1,"3-55350","WAIKELE (Fred Alvaraado) 50#",241,8,10,15,20,"808-756-8818"
1619,1,"4-46550","PIGEON  GOLD 16% 50#",35,10,15,25,30,"Dealer 16.95
Wholesale 15.95
10/20/11
8/13 17.35"
1620,1,"7-41102","Sunflower SB Oils 12/2#",244,10,15,25,30,"Box:16 x 12 x 10"
1623,1,"5-50950","RODCO ""BASIC PIGEON""",8,6,0,0,0,
1624,1,"3-55750","HI VIGOR GAMEBIRD MAINTENANCE 50#",302,9,10,25,30,"SOLD 12.95 FOR 300 SX 10/25/11"
1626,1,"9-11420","CORN ON THE COB  20#",306,20,15,25,30,
1627,1,"3-57950","CIPPIE'S SUPREMO GAMEBIRD  50#",302,9,15,25,35,
1628,1,"9-33325","Sunflower,  SB Oils  25#",47,6,15,25,30,
1629,1,"9-39220","SUNFLOWER,  KERNALS  20#",260,16,15,20,30,
1631,1,"7-43440","GREEN'S FEED WILD BIRD 40#",13,10,15,25,35,"Change to 40 on 6/19/12"
1632,1,"3-53240-50","SUSTAINABLE YIELD GAMEBIRD 50#",241,9,15,25,30,
1633,1,"2-10350","WINNER'S SCRATCH  50#",10,6,15,20,25,
1634,1,"8-64850","OYSTER SHELL,  GROW",45,2,15,25,40,
1635,1,"8-64450","OYSTER SHELL,  FLOUR",45,2,15,25,40,
1636,1,"2-96050","PELLET,  LAY  18%",8,2,15,20,25,
1637,1,"2-96150","PELLET, PIGEON MAINTENANCE 18%",8,6,15,20,25,"whsle list was more than dealer, so whsle was repriced using new price and dealer was left at old price 11/11/13"
1638,1,"2-96250","PELLET,  RED POULTRY 21%",8,2,10,20,25,
1641,1,"2-96450","PELLET,  GAME BIRD 28%",8,2,15,20,25,
1646,1,"2-96350","PELLET,  Pigeon Breeder 28%",36,6,15,25,30,
1647,1,"9-25950","RICE, BROWN  50#",45,18,15,20,25,
1648,1,"3-59350-50","PURINA WSTCO SPECIAL GMECOCK",27,9,0,0,0,"32 tons annual"
1651,1,"3-59315-50","PURINA WSTCO SLASHER  GAME",293,9,0,0,0,"105 ANNUAL TONS"
1652,1,"3-59330-50","PURINA INLAND GAMECOCK 50#",293,9,0,0,0,"54 ANNUAL TONS"
1653,1,"3-59325-50","PURINA MAINTENCE 2# GAMECOCK",293,9,0,0,0,"16 ANNUAL TONS"
1655,1,"3-59335-50","PURINA 10% GAMECOCK",293,9,0,0,0,"NEW"
1656,1,"3-59340-50","PURINA PROFESSIONAL GAMECOCK",293,8,0,0,0,"34 ANNUAL TONS"
1658,1,"3-59345-50","PURINA SUPERBIRD GAMECOCK",293,9,0,0,0,"110 ANNUAL TONS"
1659,1,"3-59320-50","WSTCO MAINTENANCE GAMECOCK",293,9,0,0,0,"22 ANNUAL TONS"
1662,1,"7-42250","PURINA BIRD LOVERS 50#",27,8,0,0,0,
1663,1,"7-41520","SUNFLOWER, SELECT BLEND 60/40",263,17,0,0,0,
1664,1,"9-28025","POPCORN  YELLOW  25#",25,5,0,0,0,
1666,1,"9-32560","SOYBEAN, WHOLE 60#",45,10,0,0,0,
1667,1,"9-17325","CORN, KAFIR   25#",25,4,0,0,0,
1668,1,"9-10025","BUCKWHEAT   25#",11,5,0,0,0,
1669,1,"9-17025","MILLET, GOLDEN GERMAN  25#",20,7,0,0,0,
1670,1,"9-15825","MILLET, RED PROSO  25#",29,8,0,0,0,
1672,1,"9-17225","MILO, RED/WHITE  25#",20,6,0,0,0,
1673,1,"9-24125","PEAS, AUSTRIAN   25#",26,5,0,0,0,
1674,0,"9-24025","PEAS, AUSTRIAN  25#",26,4,0,0,0,
1676,1,"9-24225","PEAS, MAPLE  25#",20,14,0,0,0,
1677,1,"9-24325","PEAS, YELLOW   25#",11,14,0,0,0,
1679,1,"9-18750","OAT, GROATS  GREEN/VIT. 50#",10,17,0,0,0,
1680,1,"6-73720","WBU Tree Nutty Plus Blend  20#",62,18,0,0,0,
1681,1,"9-11525","CORN, R/C YELLOW  25#",20,5,0,0,0,
1682,1,"9-30025","PUNKIN SEED, WHITE 25#",9,20,0,0,0,
1683,1,"9-39320","SUNFLOWER, 60/40 BLEND 20#",263,10,0,0,0,
1684,1,"9-40125","WHEAT, R/C  25#",25,6,0,0,0,
1685,1,"9-31125","VETCH  25#",20,10,0,0,0,
1686,1,"9-21050","PISTACHIOS  50#",45,3,0,0,0,
1690,1,"7-84025","Frizelle-Enos Wild Bird 25#",11,15,0,0,0,
1691,1,"2-10375","WINNER'S SCRATCH 75#",6,5,15,20,25,"chane to 30 fron 25 12/13
prices went down"
1692,1,"3-58420-75","Beto' Blend 75#",6,9,0,0,0,
1694,1,"3-53300-75","JACUINDE'S MIX 75#",6,9,0,0,0,"Changed Cr. Corn to Rabbit Pellet. 1/9/12
New price 23.30/21.90- 7/17/12"
1695,1,"3-53210-75","GAVILAN  Cr CORN MIX 75#",6,9,0,0,0,
1700,3,"18120","NYJER SEED  20#",220,109,20,25,30,
1701,1,"2-58850","SCRATCH DE ORO 50#",10,3,15,20,25,
1702,1,"2-58875","SCRATCH DE ORO 75#",5,2,15,20,25,
1703,1,"9-11406","CORN ON THE COB  5/6#",274,25,0,0,0,
1704,1,"3-53775","SANTOS GAMEBIRD 75#",6,9,0,0,0,
1705,1,"3-53975","EL PRIMO 75#",6,9,0,0,0,
1706,1,"3-53800-75","SANTOS GAMEBIRD CR/CORN  75#",6,9,0,0,0,"Cr. Corn 600
Milo 286
Wheat 400              3T     1T
changed 8/6/12   20.00/21.30"
1707,1,"3-59000","El Gallo Giro Mix  80",2,9,0,0,0,"Changed markup from 10 to 45 but did not reprice (12/2/13)"
1709,1,"6-74320","Deluxe Blend LM 20#",62,15,0,0,0,
1710,1,"6-74220","No-Mess Blend NM  20#",62,15,0,0,0,
1711,1,"7-43520","PURINA DOVE & QUAIL 20#",279,10,0,0,0,
